source program: DIGISIM WINDOWS
program version: 3.05
file type: CV

experimental parameters:
Estart (V): 1.000
Eswitch (V): -0.800
Eend (V): 1.000
v (V/s): 5.000e-002
temperature (K): 298.2
Ru (Ohms): 0
Cdl (F): 0
cycles: 1

experimental CV curve:
number of E(V), I(A) couples: 3600
0.673, +2.053e-006
0.674, +2.055e-006
0.675, +2.057e-006
0.676, +2.062e-006
0.677, +2.054e-006
0.678, +2.063e-006
0.679, +2.054e-006
0.680, +2.058e-006
0.681, +2.061e-006
0.682, +2.057e-006
0.683, +2.064e-006
0.684, +2.066e-006
0.685, +2.059e-006
0.686, +2.065e-006
0.687, +2.066e-006
0.688, +2.066e-006
0.689, +2.069e-006
0.690, +2.068e-006
0.691, +2.075e-006
0.692, +2.073e-006
0.693, +2.064e-006
0.694, +2.071e-006
0.695, +2.066e-006
0.696, +2.071e-006
0.697, +2.073e-006
0.698, +2.062e-006
0.699, +2.070e-006
0.700, +2.069e-006
0.701, +2.070e-006
0.702, +2.073e-006
0.703, +2.074e-006
0.704, +2.067e-006
0.705, +2.064e-006
0.706, +2.067e-006
0.707, +2.074e-006
0.708, +2.078e-006
0.709, +2.070e-006
0.710, +2.075e-006
0.711, +2.077e-006
0.712, +2.075e-006
0.713, +2.079e-006
0.714, +2.081e-006
0.715, +2.081e-006
0.716, +2.082e-006
0.717, +2.106e-006
0.718, +2.095e-006
0.719, +2.090e-006
0.720, +2.082e-006
0.721, +2.088e-006
0.722, +2.081e-006
0.723, +2.080e-006
0.724, +2.084e-006
0.725, +2.085e-006
0.726, +2.091e-006
0.727, +2.086e-006
0.728, +2.085e-006
0.729, +2.095e-006
0.730, +2.087e-006
0.731, +2.093e-006
0.732, +2.093e-006
0.733, +2.097e-006
0.734, +2.098e-006
0.735, +2.100e-006
0.736, +2.097e-006
0.737, +2.100e-006
0.738, +2.104e-006
0.739, +2.105e-006
0.740, +2.104e-006
0.741, +2.105e-006
0.742, +2.110e-006
0.743, +2.117e-006
0.744, +2.109e-006
0.745, +2.109e-006
0.746, +2.110e-006
0.747, +2.112e-006
0.748, +2.115e-006
0.749, +2.108e-006
0.750, +2.106e-006
0.751, +2.112e-006
0.752, +2.115e-006
0.753, +2.114e-006
0.754, +2.114e-006
0.755, +2.117e-006
0.756, +2.114e-006
0.757, +2.121e-006
0.758, +2.124e-006
0.759, +2.123e-006
0.760, +2.122e-006
0.761, +2.126e-006
0.762, +2.124e-006
0.763, +2.128e-006
0.764, +2.133e-006
0.765, +2.133e-006
0.766, +2.132e-006
0.767, +2.133e-006
0.768, +2.139e-006
0.769, +2.143e-006
0.770, +2.137e-006
0.771, +2.138e-006
0.772, +2.142e-006
0.773, +2.142e-006
0.774, +2.140e-006
0.775, +2.145e-006
0.776, +2.142e-006
0.777, +2.143e-006
0.778, +2.146e-006
0.779, +2.149e-006
0.780, +2.149e-006
0.781, +2.143e-006
0.782, +2.153e-006
0.783, +2.149e-006
0.784, +2.155e-006
0.785, +2.153e-006
0.786, +2.155e-006
0.787, +2.158e-006
0.788, +2.161e-006
0.789, +2.162e-006
0.790, +2.163e-006
0.791, +2.172e-006
0.792, +2.163e-006
0.793, +2.173e-006
0.794, +2.184e-006
0.795, +2.173e-006
0.796, +2.173e-006
0.797, +2.177e-006
0.798, +2.177e-006
0.799, +2.178e-006
0.800, +2.176e-006
0.801, +2.181e-006
0.802, +2.182e-006
0.803, +2.189e-006
0.804, +2.184e-006
0.805, +2.185e-006
0.806, +2.186e-006
0.807, +2.184e-006
0.808, +2.191e-006
0.809, +2.195e-006
0.810, +2.196e-006
0.811, +2.196e-006
0.812, +2.203e-006
0.813, +2.199e-006
0.814, +2.205e-006
0.815, +2.205e-006
0.816, +2.206e-006
0.817, +2.210e-006
0.818, +2.212e-006
0.819, +2.190e-006
0.820, +2.196e-006
0.821, +2.213e-006
0.822, +2.219e-006
0.823, +2.219e-006
0.824, +2.219e-006
0.825, +2.223e-006
0.826, +2.222e-006
0.827, +2.225e-006
0.828, +2.229e-006
0.829, +2.225e-006
0.830, +2.235e-006
0.831, +2.233e-006
0.832, +2.229e-006
0.833, +2.239e-006
0.834, +2.236e-006
0.835, +2.240e-006
0.836, +2.245e-006
0.837, +2.245e-006
0.838, +2.247e-006
0.839, +2.249e-006
0.840, +2.251e-006
0.841, +2.254e-006
0.842, +2.260e-006
0.843, +2.262e-006
0.844, +2.267e-006
0.845, +2.274e-006
0.846, +2.274e-006
0.847, +2.272e-006
0.848, +2.275e-006
0.849, +2.278e-006
0.850, +2.276e-006
0.851, +2.282e-006
0.852, +2.281e-006
0.853, +2.287e-006
0.854, +2.288e-006
0.855, +2.293e-006
0.856, +2.293e-006
0.857, +2.296e-006
0.858, +2.291e-006
0.859, +2.298e-006
0.860, +2.305e-006
0.861, +2.306e-006
0.862, +2.308e-006
0.863, +2.309e-006
0.864, +2.311e-006
0.865, +2.317e-006
0.866, +2.319e-006
0.867, +2.326e-006
0.868, +2.326e-006
0.869, +2.324e-006
0.870, +2.335e-006
0.871, +2.341e-006
0.872, +2.336e-006
0.873, +2.340e-006
0.874, +2.345e-006
0.875, +2.344e-006
0.876, +2.352e-006
0.877, +2.349e-006
0.878, +2.355e-006
0.879, +2.361e-006
0.880, +2.360e-006
0.881, +2.366e-006
0.882, +2.364e-006
0.883, +2.371e-006
0.884, +2.372e-006
0.885, +2.374e-006
0.886, +2.383e-006
0.887, +2.386e-006
0.888, +2.386e-006
0.889, +2.390e-006
0.890, +2.390e-006
0.891, +2.399e-006
0.892, +2.403e-006
0.893, +2.404e-006
0.894, +2.409e-006
0.895, +2.409e-006
0.896, +2.423e-006
0.897, +2.427e-006
0.898, +2.424e-006
0.899, +2.429e-006
0.900, +2.430e-006
0.901, +2.432e-006
0.902, +2.441e-006
0.903, +2.441e-006
0.904, +2.446e-006
0.905, +2.449e-006
0.906, +2.458e-006
0.907, +2.462e-006
0.908, +2.466e-006
0.909, +2.464e-006
0.910, +2.472e-006
0.911, +2.478e-006
0.912, +2.484e-006
0.913, +2.488e-006
0.914, +2.487e-006
0.915, +2.491e-006
0.916, +2.499e-006
0.917, +2.502e-006
0.918, +2.508e-006
0.919, +2.511e-006
0.920, +2.515e-006
0.921, +2.523e-006
0.922, +2.546e-006
0.923, +2.534e-006
0.924, +2.537e-006
0.925, +2.539e-006
0.926, +2.543e-006
0.927, +2.552e-006
0.928, +2.551e-006
0.929, +2.558e-006
0.930, +2.563e-006
0.931, +2.570e-006
0.932, +2.578e-006
0.933, +2.582e-006
0.934, +2.589e-006
0.935, +2.593e-006
0.936, +2.598e-006
0.937, +2.607e-006
0.938, +2.612e-006
0.939, +2.618e-006
0.940, +2.622e-006
0.941, +2.619e-006
0.942, +2.634e-006
0.943, +2.640e-006
0.944, +2.643e-006
0.945, +2.652e-006
0.946, +2.653e-006
0.947, +2.666e-006
0.948, +2.673e-006
0.949, +2.671e-006
0.950, +2.681e-006
0.951, +2.685e-006
0.952, +2.689e-006
0.953, +2.698e-006
0.954, +2.700e-006
0.955, +2.710e-006
0.956, +2.716e-006
0.957, +2.722e-006
0.958, +2.728e-006
0.959, +2.737e-006
0.960, +2.737e-006
0.961, +2.747e-006
0.962, +2.754e-006
0.963, +2.762e-006
0.964, +2.768e-006
0.965, +2.776e-006
0.966, +2.783e-006
0.967, +2.788e-006
0.968, +2.799e-006
0.969, +2.807e-006
0.970, +2.818e-006
0.971, +2.821e-006
0.972, +2.827e-006
0.973, +2.841e-006
0.974, +2.847e-006
0.975, +2.850e-006
0.976, +2.856e-006
0.977, +2.866e-006
0.978, +2.873e-006
0.979, +2.881e-006
0.980, +2.887e-006
0.981, +2.897e-006
0.982, +2.910e-006
0.983, +2.919e-006
0.984, +2.925e-006
0.985, +2.935e-006
0.986, +2.937e-006
0.987, +2.951e-006
0.988, +2.961e-006
0.989, +2.970e-006
0.990, +2.978e-006
0.991, +2.985e-006
0.992, +2.992e-006
0.993, +3.001e-006
0.994, +3.008e-006
0.995, +3.024e-006
0.996, +3.030e-006
0.997, +3.035e-006
0.998, +3.052e-006
0.999, +3.068e-006
